Top Genre,Artist Type,Year Released,Top Year,BPM,Artist
Alt Z,Solo,2021.0,2016.0,120.0,Astrid S
Art Pop,Solo,2021.0,2011.0,122.0,Lykke Li
Grime,Solo,2021.0,2011.0,101.0,Professor Green
Boy Band,Band/Group,2020.0,2019.0,176.0,5 Seconds of Summer
Dance Pop,Solo,2020.0,2019.0,102.0,Lauv
Afro Dancehall,Band/Group,2020.0,2019.0,102.0,NSG
Alt Z,Solo,2020.0,2016.0,113.0,Kiiara
Dance Pop,Solo,2020.0,2010.0,121.0,Sean Kingston
Australian Dance,Duo,2020.0,2010.0,125.0,Yolanda Be Cool
Grime,Solo,2019.0,2019.0,134.0,AJ Tracey
Latin,Solo,2019.0,2019.0,105.0,Anuel AA
Latin,Solo,2019.0,2019.0,92.0,Anuel AA
Dance Pop,Solo,2019.0,2019.0,140.0,Ariana Grande
Dance Pop,Solo,2019.0,2019.0,107.0,Ariana Grande
Dance Pop,Solo,2019.0,2019.0,170.0,Ariana Grande
Dance Pop,Solo,2019.0,2019.0,190.0,Ariana Grande
Pop,Solo,2019.0,2019.0,125.0,Ashley O
Latin,Solo,2019.0,2019.0,176.0,Bad Bunny
Art Pop,Solo,2019.0,2019.0,135.0,Billie Eilish
Art Pop,Solo,2019.0,2019.0,83.0,Billie Eilish
Art Pop,Solo,2019.0,2019.0,120.0,Billie Eilish
K-Pop,Band/Group,2019.0,2019.0,132.0,BLACKPINK
Black Americana,Solo,2019.0,2019.0,98.0,Blanco Brown
K-Pop,Band/Group,2019.0,2019.0,120.0,BTS
Dance Pop,Solo,2019.0,2019.0,134.0,Cardi B
North Carolina Hip Hop,Solo,2019.0,2019.0,75.0,DaBaby
Uk Hip Hop,Solo,2019.0,2019.0,110.0,Dave
Dance Pop,Solo,2019.0,2019.0,170.0,Doja Cat
Canadian Hip Hop,Solo,2019.0,2019.0,101.0,Drake
Dance Pop,Solo,2019.0,2019.0,124.0,Dua Lipa
Pop,Solo,2019.0,2019.0,138.0,Ed Sheeran
Pop,Solo,2019.0,2019.0,95.0,Ed Sheeran
Pop,Solo,2019.0,2019.0,152.0,Ed Sheeran
Melodic Rap,Solo,2019.0,2019.0,150.0,Flipp Dinero
Dark Clubbing,Solo,2019.0,2019.0,101.0,Gesaffelstein
Melodic Rap,Solo,2019.0,2019.0,81.0,iann dior
Melodic Rap,Solo,2019.0,2019.0,95.0,iann dior
Conscious Hip Hop,Solo,2019.0,2019.0,124.0,J. Cole
Dance Pop,Solo,2019.0,2019.0,122.0,Jax Jones
Dance Pop,Solo,2019.0,2019.0,125.0,Joel Corry
Boy Band,Band/Group,2019.0,2019.0,138.0,Jonas Brothers
Boy Band,Band/Group,2019.0,2019.0,94.0,Jonas Brothers
Chicago Rap,Solo,2019.0,2019.0,80.0,Juice WRLD
Black Americana,Solo,2019.0,2019.0,154.0,Kane Brown
Dance Pop,Solo,2019.0,2019.0,146.0,Kehlani
Pop,Solo,2019.0,2019.0,136.0,Khalid
Art Pop,Solo,2019.0,2019.0,145.0,Lana Del Rey
Pop,Solo,2019.0,2019.0,110.0,Lewis Capaldi
Pop,Solo,2019.0,2019.0,104.0,Lewis Capaldi
Lgbtq+ Hip Hop,Solo,2019.0,2019.0,136.0,Lil Nas X
Lgbtq+ Hip Hop,Solo,2019.0,2019.0,136.0,Lil Nas X
Lgbtq+ Hip Hop,Solo,2019.0,2019.0,154.0,Lil Nas X
Melodic Rap,Solo,2019.0,2019.0,180.0,Lil Tecca
Dance Pop,Solo,2019.0,2019.0,158.0,Lizzo
Dance Pop,Solo,2019.0,2019.0,96.0,Lizzo
Latin,Solo,2019.0,2019.0,92.0,Lunay
Indie Pop,Solo,2019.0,2019.0,102.0,Maggie Rogers
Brostep,Solo,2019.0,2019.0,100.0,Marshmello
Brostep,Solo,2019.0,2019.0,88.0,Marshmello
EDM,Band/Group,2019.0,2019.0,124.0,MEDUZA
Dance Pop,Solo,2019.0,2019.0,99.0,Megan Thee Stallion
Dance Pop,Solo,2019.0,2019.0,148.0,Miley Cyrus
Cali Rap,Solo,2019.0,2019.0,202.0,Mustard
Memphis Hip Hop,Solo,2019.0,2019.0,120.0,NLE Choppa
Dance Pop,Solo,2019.0,2019.0,171.0,Normani
Atl Hip Hop,Solo,2019.0,2019.0,140.0,Offset
Argentine Hip Hop,Solo,2019.0,2019.0,172.0,Paulo Londra
Chicago Rap,Solo,2019.0,2019.0,168.0,Polo G
Dfw Rap,Solo,2019.0,2019.0,120.0,Post Malone
Dfw Rap,Solo,2019.0,2019.0,90.0,Post Malone
Dfw Rap,Solo,2019.0,2019.0,100.0,Post Malone
Dfw Rap,Solo,2019.0,2019.0,150.0,Post Malone
Dance Pop,Solo,2019.0,2019.0,118.0,Regard
Uk Drill,Solo,2019.0,2019.0,141.0,Russ Millions
Dance Pop,Solo,2019.0,2019.0,107.0,Sam Feldt
Cali Rap,Solo,2019.0,2019.0,105.0,Saweetie
Latin,Solo,2019.0,2019.0,176.0,Sech
Canadian Pop,Solo,2019.0,2019.0,117.0,Shawn Mendes
Canadian Pop,Solo,2019.0,2019.0,124.0,Shawn Mendes
Dance Pop,Solo,2019.0,2019.0,120.0,Sigrid
Grime,Solo,2019.0,2019.0,188.0,Stormzy
Pop,Solo,2019.0,2019.0,69.0,Taylor Swift
Pop,Solo,2019.0,2019.0,170.0,Taylor Swift
Pop,Solo,2019.0,2019.0,85.0,Taylor Swift
Hip Hop,Solo,2019.0,2019.0,80.0,"Tyler, The Creator"
Grime,Solo,2019.0,2019.0,103.0,Wiley
Afroswing,Duo,2019.0,2019.0,138.0,Young T & Bugsey
Atl Hip Hop,Solo,2019.0,2019.0,98.0,Young Thug
Contemporary Country,Duo,2019.0,2018.0,200.0,Florida Georgia Line
Dance Pop,Solo,2019.0,2018.0,115.0,Sigrid
Aussietronica,Solo,2019.0,2017.0,148.0,Hayden James
Dance Pop,Solo,2019.0,2017.0,106.0,Liam Payne
Latin,Solo,2019.0,2017.0,178.0,Luis Fonsi
Neo Mellow,Solo,2019.0,2016.0,126.0,James TW
Indie Pop,Solo,2019.0,2016.0,104.0,Maggie Rogers
Dance Pop,Solo,2019.0,2011.0,128.0,Chris Brown
Atl Hip Hop,Solo,2018.0,2019.0,146.0,21 Savage
Melodic Rap,Solo,2018.0,2019.0,93.0,A Boogie Wit da Hoodie
Melodic Rap,Solo,2018.0,2019.0,96.0,A Boogie Wit da Hoodie
Latin,Solo,2018.0,2019.0,97.0,Bad Bunny
Art Pop,Solo,2018.0,2019.0,115.0,Billie Eilish
Cali Rap,Solo,2018.0,2019.0,104.0,Blueface
Dance Pop,Solo,2018.0,2019.0,130.0,Cardi B
Alternative Pop Rock,Solo,2018.0,2019.0,152.0,Dominic Fike
Dance Pop,Solo,2018.0,2019.0,136.0,Halsey
Pop,Solo,2018.0,2019.0,98.0,Khalid
Florida Rap,Solo,2018.0,2019.0,98.0,Kodak Black
Art Pop,Solo,2018.0,2019.0,96.0,Lady Gaga
Dance Pop,Solo,2018.0,2019.0,114.0,Mark Ronson
Hip Hop,Solo,2018.0,2019.0,86.0,Meek Mill
Modern Rock,Band/Group,2018.0,2019.0,82.0,Panic! At The Disco
Dfw Rap,Solo,2018.0,2019.0,145.0,Post Malone
Hip Hop,Solo,2018.0,2019.0,155.0,Travis Scott
Boy Band,Band/Group,2018.0,2018.0,120.0,5 Seconds of Summer
Emo Rap,Solo,2018.0,2018.0,126.0,6ix9ine
Emo Rap,Solo,2018.0,2018.0,157.0,6ix9ine
Dance Pop,Solo,2018.0,2018.0,145.0,Ariana Grande
Dance Pop,Solo,2018.0,2018.0,122.0,Ariana Grande
Afroswing,Solo,2018.0,2018.0,96.0,B Young
Basshall,Duo,2018.0,2018.0,113.0,Banx & Ranx
Dance Pop,Solo,2018.0,2018.0,143.0,Bazzi
Electropop,Solo,2018.0,2018.0,89.0,benny blanco
Art Pop,Solo,2018.0,2018.0,115.0,Billie Eilish
Memphis Hip Hop,Solo,2018.0,2018.0,140.0,BlocBoy JB
Dance Pop,Solo,2018.0,2018.0,124.0,Calvin Harris
Dance Pop,Solo,2018.0,2018.0,130.0,Camila Cabello
Dance Pop,Solo,2018.0,2018.0,136.0,Cardi B
Dance Pop,Solo,2018.0,2018.0,125.0,Cardi B
Dance Pop,Solo,2018.0,2018.0,152.0,Cardi B
Dance Pop,Solo,2018.0,2018.0,100.0,Cashmere Cat
Dance Pop,Solo,2018.0,2018.0,110.0,Charlie Puth
Dance Pop,Solo,2018.0,2018.0,112.0,Charlie Puth
Dance Pop,Solo,2018.0,2018.0,115.0,Charlie Puth
Atl Hip Hop,Solo,2018.0,2018.0,120.0,Childish Gambino
Contemporary Country,Duo,2018.0,2018.0,86.0,Dan + Shay
Dance Pop,Solo,2018.0,2018.0,136.0,DJ Khaled
Canadian Hip Hop,Solo,2018.0,2018.0,77.0,Drake
Canadian Hip Hop,Solo,2018.0,2018.0,155.0,Drake
Canadian Hip Hop,Solo,2018.0,2018.0,93.0,Drake
Canadian Hip Hop,Solo,2018.0,2018.0,91.0,Drake
Canadian Hip Hop,Solo,2018.0,2018.0,150.0,Drake
EDM,Solo,2018.0,2018.0,126.0,Dynoro
Dance Pop,Solo,2018.0,2018.0,80.0,Ella Mai
Afroswing,Solo,2018.0,2018.0,103.0,EO
Alt Z,Solo,2018.0,2018.0,128.0,FINNEAS
Folk-Pop,Solo,2018.0,2018.0,116.0,George Ezra
Folk-Pop,Solo,2018.0,2018.0,138.0,George Ezra
Bedroom Pop,Solo,2018.0,2018.0,130.0,girl in red
Modern Rock,Band/Group,2018.0,2018.0,100.0,Imagine Dragons
Afrofuturism,Solo,2018.0,2018.0,115.0,Janelle Monáe
Contemporary Country,Solo,2018.0,2018.0,132.0,Jason Aldean
Conscious Hip Hop,Solo,2018.0,2018.0,137.0,Jay Rock
Dance Pop,Solo,2018.0,2018.0,106.0,Jonas Blue
Chicago Rap,Solo,2018.0,2018.0,84.0,Juice WRLD
Conscious Hip Hop,Solo,2018.0,2018.0,97.0,Kendrick Lamar
Pop,Solo,2018.0,2018.0,144.0,Khalid
Alt Z,Solo,2018.0,2018.0,72.0,King Princess
Dance Pop,Solo,2018.0,2018.0,92.0,Lauv
Atl Hip Hop,Solo,2018.0,2018.0,120.0,Lil Baby
Comedy Rap,Solo,2018.0,2018.0,133.0,Lil Dicky
Conscious Hip Hop,Solo,2018.0,2018.0,150.0,Logic
Afroswing,Band/Group,2018.0,2018.0,110.0,M.O
Latin,Solo,2018.0,2018.0,198.0,Maluma
Pop,Band/Group,2018.0,2018.0,126.0,Maroon 5
Brostep,Solo,2018.0,2018.0,100.0,Marshmello
Brostep,Solo,2018.0,2018.0,95.0,Marshmello
Brostep,Solo,2018.0,2018.0,150.0,Marshmello
Atl Hip Hop,Trio,2018.0,2018.0,146.0,Migos
Atl Hip Hop,Trio,2018.0,2018.0,138.0,Migos
Atl Hip Hop,Trio,2018.0,2018.0,182.0,Migos
Latin,Solo,2018.0,2018.0,97.0,Nio Garcia
Latin,Solo,2018.0,2018.0,94.0,Ozuna
Colombian Pop,Band/Group,2018.0,2018.0,170.0,Piso 21
Dfw Rap,Solo,2018.0,2018.0,160.0,Post Malone
Dfw Rap,Solo,2018.0,2018.0,145.0,Post Malone
Dfw Rap,Solo,2018.0,2018.0,140.0,Post Malone
Hip Hop,Duo,2018.0,2018.0,174.0,Rae Sremmurd
Atl Hip Hop,Solo,2018.0,2018.0,95.0,Rich The Kid
Rap,Solo,2018.0,2018.0,146.0,Sheck Wes
Modern Alternative Rock,Band/Group,2018.0,2018.0,121.0,The 1975
Dance Pop,Duo,2018.0,2018.0,105.0,The Chainsmokers
Dance Pop,Duo,2018.0,2018.0,90.0,The Chainsmokers
Canadian Contemporary R&B,Solo,2018.0,2018.0,134.0,The Weeknd
Canadian Contemporary R&B,Solo,2018.0,2018.0,101.0,The Weeknd
Big Room,Solo,2018.0,2018.0,128.0,Tiësto
Hip Hop,Solo,2018.0,2018.0,155.0,Travis Scott
Dance Pop,Solo,2018.0,2018.0,98.0,Tyga
Folk-Pop,Solo,2018.0,2018.0,100.0,Vance Joy
Emo Rap,Solo,2018.0,2018.0,75.0,XXXTENTACION
Emo Rap,Solo,2018.0,2018.0,128.0,XXXTENTACION
Emo Rap,Solo,2018.0,2018.0,65.0,XXXTENTACION
Dance Pop,Band/Group,2018.0,2018.0,104.0,Years & Years
Cali Rap,Solo,2018.0,2018.0,204.0,YG
Complextro,Solo,2018.0,2018.0,107.0,Zedd
Dance Pop,Solo,2018.0,2017.0,105.0,Camila Cabello
Dance Pop,Solo,2018.0,2017.0,125.0,Cardi B
Indie Poptimism,Band/Group,2018.0,2017.0,123.0,lovelytheband
Pop,Band/Group,2018.0,2017.0,100.0,Maroon 5
Pop,Band/Group,2018.0,2017.0,100.0,Maroon 5
Alternative Dance,Band/Group,2018.0,2017.0,98.0,MGMT
Dance Pop,Solo,2018.0,2017.0,102.0,Sean Paul
Hip Hop,Solo,2018.0,2017.0,141.0,Travis Scott
Neo Mellow,Solo,2018.0,2016.0,113.0,Calum Scott
Dance Pop,Solo,2018.0,2016.0,118.0,Jonas Blue
Dance Pop,Solo,2018.0,2016.0,114.0,Jonas Blue
Dance Pop,Solo,2018.0,2016.0,125.0,Sigala
Dance Pop,Solo,2018.0,2016.0,115.0,Steve Aoki
Dance Pop,Solo,2018.0,2015.0,124.0,Sigala
Dance Pop,Solo,2017.0,2018.0,105.0,Bruno Mars
Israeli Pop,Solo,2017.0,2018.0,100.0,Dennis Lloyd
Dance Pop,Solo,2017.0,2018.0,97.0,Dua Lipa
Dance Pop,Solo,2017.0,2018.0,82.0,Ella Mai
Detroit Hip Hop,Solo,2017.0,2018.0,90.0,Eminem
Indie Pop Rap,Solo,2017.0,2018.0,88.0,G-Eazy
Dance Pop,Solo,2017.0,2018.0,103.0,Hailee Steinfeld
Dance Pop,Solo,2017.0,2018.0,118.0,Halsey
Hollywood,Band/Group,2017.0,2018.0,158.0,Hugh Jackman
Conscious Hip Hop,Solo,2017.0,2018.0,126.0,Kendrick Lamar
Dance Pop,Duo,2017.0,2018.0,122.0,Loud Luxury
Ohio Hip Hop,Solo,2017.0,2018.0,82.0,Machine Gun Kelly
Brostep,Solo,2017.0,2018.0,142.0,Marshmello
Dance Pop,Solo,2017.0,2018.0,122.0,MK
Hip Hop,Solo,2017.0,2018.0,148.0,NF
Atl Hip Hop,Solo,2017.0,2018.0,100.0,Offset
Pop,Solo,2017.0,2018.0,95.0,Taylor Swift
Atl Hip Hop,Solo,2017.0,2017.0,73.0,2 Chainz
Atl Hip Hop,Solo,2017.0,2017.0,75.0,21 Savage
Melodic Rap,Solo,2017.0,2017.0,129.0,A Boogie Wit da Hoodie
Gangster Rap,Solo,2017.0,2017.0,170.0,A$AP Ferg
Modern Rock,Trio,2017.0,2017.0,124.0,AJR
Hip Hop,Solo,2017.0,2017.0,120.0,Aminé
Dance Pop,Duo,2017.0,2017.0,123.0,Axwell /\ Ingrosso
Social Media Pop,Duo,2017.0,2017.0,145.0,Ayo & Teo
Detroit Hip Hop,Solo,2017.0,2017.0,82.0,Big Sean
London Rap,Solo,2017.0,2017.0,135.0,Big Shaq
Art Pop,Solo,2017.0,2017.0,120.0,Billie Eilish
Electropop,Solo,2017.0,2017.0,111.0,blackbear
Dance Pop,Solo,2017.0,2017.0,101.0,Calvin Harris
Dance Pop,Solo,2017.0,2017.0,104.0,Calvin Harris
Dance Pop,Trio,2017.0,2017.0,113.0,Cheat Codes
Dance Pop,Solo,2017.0,2017.0,144.0,Demi Lovato
Dance Pop,Solo,2017.0,2017.0,81.0,DJ Khaled
Dance Pop,Solo,2017.0,2017.0,98.0,DJ Khaled
Canadian Hip Hop,Solo,2017.0,2017.0,112.0,Drake
Canadian Hip Hop,Solo,2017.0,2017.0,134.0,Drake
Pop,Solo,2017.0,2017.0,95.0,Ed Sheeran
Pop,Solo,2017.0,2017.0,96.0,Ed Sheeran
Indietronica,Band/Group,2017.0,2017.0,97.0,Foster The People
Gangster Rap,Solo,2017.0,2017.0,98.0,French Montana
Atl Hip Hop,Solo,2017.0,2017.0,150.0,Future
Indie Pop Rap,Solo,2017.0,2017.0,88.0,G-Eazy
Indie Pop Rap,Solo,2017.0,2017.0,176.0,G-Eazy
Dance Pop,Solo,2017.0,2017.0,103.0,Hailee Steinfeld
Dance Pop,Solo,2017.0,2017.0,110.0,Halsey
Modern Rock,Band/Group,2017.0,2017.0,125.0,Imagine Dragons
Modern Rock,Band/Group,2017.0,2017.0,168.0,Imagine Dragons
Modern Rock,Band/Group,2017.0,2017.0,135.0,Imagine Dragons
Conscious Hip Hop,Solo,2017.0,2017.0,150.0,Kendrick Lamar
Conscious Hip Hop,Solo,2017.0,2017.0,126.0,Kendrick Lamar
Conscious Hip Hop,Solo,2017.0,2017.0,140.0,Kendrick Lamar
Conscious Hip Hop,Solo,2017.0,2017.0,190.0,Kendrick Lamar
Pop,Solo,2017.0,2017.0,137.0,Khalid
Pop,Solo,2017.0,2017.0,80.0,Khalid
Florida Rap,Solo,2017.0,2017.0,172.0,Kodak Black
Art Pop,Solo,2017.0,2017.0,100.0,Lana Del Rey
Emo Rap,Solo,2017.0,2017.0,106.0,Lil Peep
Emo Rap,Solo,2017.0,2017.0,120.0,Lil Pump
Melodic Rap,Solo,2017.0,2017.0,155.0,Lil Uzi Vert
Conscious Hip Hop,Solo,2017.0,2017.0,100.0,Logic
Art Pop,Solo,2017.0,2017.0,76.0,Lorde
Art Pop,Solo,2017.0,2017.0,129.0,Lorde
Art Pop,Solo,2017.0,2017.0,107.0,Lorde
Ohio Hip Hop,Solo,2017.0,2017.0,138.0,Machine Gun Kelly
Pop Rap,Solo,2017.0,2017.0,140.0,Macklemore
Atl Hip Hop,Trio,2017.0,2017.0,127.0,Migos
Atl Hip Hop,Trio,2017.0,2017.0,142.0,Migos
Atl Hip Hop,Trio,2017.0,2017.0,139.0,Migos
Dance Pop,Solo,2017.0,2017.0,146.0,Miguel
Dance Pop,Solo,2017.0,2017.0,140.0,Miley Cyrus
Art Pop,Solo,2017.0,2017.0,120.0,MØ
Dance Pop,Solo,2017.0,2017.0,86.0,Niall Horan
Atl Hip Hop,Solo,2017.0,2017.0,163.0,Playboi Carti
Alternative Dance,Trio,2017.0,2017.0,120.0,PNAU
Indie Rock,Band/Group,2017.0,2017.0,79.0,Portugal. The Man
Hawaiian Hip Hop,Solo,2017.0,2017.0,97.0,Russ
Dance Pop,Solo,2017.0,2017.0,92.0,Sam Smith
Dance Pop,Solo,2017.0,2017.0,123.0,Selena Gomez
EDM,Duo,2017.0,2017.0,122.0,Snakehips
Pop,Solo,2017.0,2017.0,135.0,SZA
Pop,Solo,2017.0,2017.0,128.0,Taylor Swift
Pop,Solo,2017.0,2017.0,160.0,Taylor Swift
Dance Pop,Duo,2017.0,2017.0,103.0,The Chainsmokers
Dance Pop,Duo,2017.0,2017.0,100.0,The Chainsmokers
Boy Band,Duo,2017.0,2017.0,145.0,The Vamps
Boy Band,Duo,2017.0,2017.0,130.0,The Vamps
Emo Rap,Solo,2017.0,2017.0,134.0,XXXTENTACION
Dirty South Rap,Solo,2017.0,2017.0,150.0,Yo Gotti
Dance Pop,Solo,2017.0,2017.0,121.0,Zara Larsson
Complextro,Solo,2017.0,2017.0,102.0,Zedd
Dance Pop,Solo,2017.0,2016.0,110.0,Dua Lipa
Pop,Solo,2017.0,2016.0,84.0,Marc E. Bassy
Dance Pop,Solo,2017.0,2016.0,92.0,Meghan Trainor
Canadian Pop,Solo,2017.0,2016.0,83.0,Shawn Mendes
Dance Pop,Solo,2017.0,2016.0,146.0,Zara Larsson
Dance Pop,Solo,2017.0,2015.0,128.0,Deorro
Alternative Dance,Duo,2017.0,2015.0,92.0,Lemaitre
Dance Pop,Band/Group,2017.0,2010.0,177.0,Scouting For Girls
Dance Pop,Solo,2016.0,2017.0,134.0,Bruno Mars
Dance Pop,Solo,2016.0,2017.0,107.0,Bruno Mars
Atl Hip Hop,Solo,2016.0,2017.0,160.0,Childish Gambino
Dance Pop,Band/Group,2016.0,2017.0,102.0,Clean Bandit
Pop,Solo,2016.0,2017.0,75.0,KYLE
Dance Pop,Band/Group,2016.0,2017.0,102.0,Little Mix
Dfw Rap,Solo,2016.0,2017.0,123.0,Post Malone
Dfw Rap,Solo,2016.0,2017.0,144.0,Post Malone
Hip Hop,Duo,2016.0,2017.0,140.0,Rae Sremmurd
Hip Hop,Duo,2016.0,2017.0,146.0,Rae Sremmurd
San Diego Rap,Solo,2016.0,2017.0,108.0,Rob $tone
Alternative R&B,Solo,2016.0,2017.0,146.0,Shelley FKA DRAM
Canadian Contemporary R&B,Solo,2016.0,2017.0,93.0,The Weeknd
Hip Hop,Solo,2016.0,2017.0,130.0,Travis Scott
Hip Hop,Solo,2016.0,2017.0,161.0,Zay Hilfigerrr
Dance Pop,Solo,2016.0,2016.0,147.0,Anne-Marie
Dance Pop,Solo,2016.0,2016.0,108.0,Ariana Grande
Dance Pop,Solo,2016.0,2016.0,159.0,Ariana Grande
Dance Pop,Solo,2016.0,2016.0,134.0,Ariana Grande
Metropopolis,Band/Group,2016.0,2016.0,120.0,Bastille
Dance Pop,Solo,2016.0,2016.0,130.0,Beyoncé
Dance Pop,Solo,2016.0,2016.0,124.0,Calvin Harris
Dance Pop,Solo,2016.0,2016.0,120.0,Calvin Harris
Dance Pop,Solo,2016.0,2016.0,100.0,Charlie Puth
Dance Pop,Solo,2016.0,2016.0,91.0,Charlie Puth
Dance Pop,Solo,2016.0,2016.0,112.0,Charlie Puth
Dance Pop,Trio,2016.0,2016.0,102.0,Cheat Codes
Dance Pop,Band/Group,2016.0,2016.0,130.0,Clean Bandit
Big Room,Solo,2016.0,2016.0,110.0,David Guetta
Alt Z,Solo,2016.0,2016.0,182.0,Daya
Alt Z,Solo,2016.0,2016.0,95.0,Daya
Dance Pop,Solo,2016.0,2016.0,100.0,DJ Snake
Dance Pop,Solo,2016.0,2016.0,105.0,DJ Snake
Dance Pop,Band/Group,2016.0,2016.0,119.0,DNCE
